종목,코드,시장,구분,돌파모드,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_early_trigger,_early_tf,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
두산에너빌리티,034020,KOSPI,제외,제외,47.56660943038749,-3.24,88100.0,81300.0,262.5,1.23,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,543.477052,1.863454296059066,86900.0,81100.0,2026-09-23T14:00:00+09:00
신한지주,055550,KOSPI,제외,제외,49.04661112478995,-2.46,113400.0,109400.0,112.8,0.91,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,117.522639,0.7773712534479738,113300.0,109300.0,2026-09-23T14:00:00+09:00
HD현대중공업,329180,KOSPI,제외,제외,42.01118380245064,-2.42,460000.0,439500.0,70.7,0.52,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,115.53576,0.6506891939319964,456000.0,439500.0,2026-09-23T14:00:00+09:00
기아,000270,KOSPI,제외,제외,38.066914232628065,-3.9,119800.0,115300.0,124.2,1.65,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,135.851379,0.968951009378509,119800.0,115100.0,2026-09-23T14:00:00+09:00
SK,034730,KOSPI,제외,제외,59.93343851007087,3.63,605000.0,599000.0,78.8,1.05,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,248.14767,2.3771432868541496,605000.0,607000.0,2026-09-23T14:00:00+09:00
삼성SDI,006400,KOSPI,제외,제외,39.57324553851296,-1.99,533000.0,518000.0,116.6,0.57,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,200.89971,0.6166113117308921,532000.0,519000.0,2026-09-23T14:00:00+09:00
셀트리온,068270,KOSPI,제외,제외,39.92625487916102,-1.93,179700.0,177000.0,67.6,0.89,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,73.713428,0.8328102676584327,179700.0,177200.0,2026-09-23T14:00:00+09:00
하나금융지주,086790,KOSPI,제외,제외,51.62385451122295,-2.0,136700.0,132500.0,112.4,1.34,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,121.192092,1.1061498079310668,136700.0,132300.0,2026-09-23T14:00:00+09:00
LG전자,066570,KOSPI,제외,제외,49.956386915145366,0.69,217500.0,209000.0,93.9,0.85,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,153.897045,1.001822763311654,216500.0,207750.0,2026-09-23T14:00:00+09:00
현대모비스,012330,KOSPI,제외,제외,49.30679966097263,-1.98,379500.0,367000.0,59.3,0.51,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,71.82557,0.4817590420700752,379500.0,367000.0,2026-09-23T14:00:00+09:00
LS ELECTRIC,010120,KOSPI,제외,제외,59.34445182521923,-0.99,214500.0,205500.0,58.5,0.72,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,91.7908,0.6938310217959798,214500.0,205000.0,2026-09-23T14:00:00+09:00
NAVER,035420,KOSPI,제외,제외,57.714594126430065,-2.33,203000.0,195200.0,447.0,3.59,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,324.707949,1.509984494322316,202000.0,194100.0,2026-09-23T14:00:00+09:00
삼성화재,000810,KOSPI,제외,제외,51.042031842172975,-1.0,656000.0,646000.0,37.8,0.77,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,46.9044,0.5795641258747092,656000.0,645000.0,2026-09-23T14:00:00+09:00
효성중공업,298040,KOSPI,제외,제외,61.508775665293435,-0.77,2970000.0,2880000.0,82.7,0.71,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,84.92904,0.49959741452327217,2950000.0,2877000.0,2026-09-23T14:00:00+09:00
우리금융지주,316140,KOSPI,제외,제외,39.13877257324156,-2.02,36250.0,35300.0,57.9,0.66,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,73.7102175,0.6136109916958911,36250.0,35250.0,2026-09-23T14:00:00+09:00
HD현대일렉트릭,267260,KOSPI,제외,제외,53.48287793001299,-1.42,724000.0,706000.0,73.5,1.01,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,70.1058,0.6279051083691572,723000.0,706000.0,2026-09-23T14:00:00+09:00
SK이노베이션,096770,KOSPI,제외,제외,49.898532727592816,3.1,150800.0,150000.0,160.5,1.11,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,266.185248,1.4373825659645718,150800.0,149100.0,2026-09-23T14:00:00+09:00
POSCO홀딩스,005490,KOSPI,제외,제외,38.49717605953801,-3.4,320000.0,310000.0,64.4,0.93,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,75.589185,0.6718271589346088,320000.0,309500.0,2026-09-23T14:00:00+09:00
두산,000150,KOSPI,제외,제외,54.07935950883113,1.9,1519000.0,1494000.0,119.4,1.24,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,239.9994,1.5177424536391761,1519000.0,1510000.0,2026-09-23T14:00:00+09:00
한화오션,042660,KOSPI,제외,제외,38.515336014380786,-3.71,82100.0,79500.0,64.1,1.11,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,92.44346,1.408290330213898,82000.0,79600.0,2026-09-23T14:00:00+09:00
HD한국조선해양,009540,KOSPI,제외,제외,50.91352724831791,-1.86,343000.0,332000.0,39.2,0.73,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,44.42682,0.6475280000661712,342500.0,331000.0,2026-09-23T14:00:00+09:00
고려아연,010130,KOSPI,제외,제외,46.98972929443261,-1.61,1125000.0,1112000.0,10.0,0.45,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,13.17412,0.35459588307540085,1123000.0,1108000.0,2026-09-23T14:00:00+09:00
한미반도체,042700,KOSPI,제외,제외,57.74766941274224,1.48,243500.0,242500.0,89.6,0.71,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,148.65092,0.7958444807978076,243500.0,242000.0,2026-09-23T14:00:00+09:00
HMM,011200,KOSPI,제외,제외,63.97909914212037,-0.72,21300.0,20850.0,11.7,0.67,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,12.740832,0.5134569476782346,21300.0,20800.0,2026-09-23T14:00:00+09:00
한국전력,015760,KOSPI,제외,제외,55.40680014640786,-2.45,31200.0,30200.0,111.7,2.4,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,75.883329,0.9648660393042897,31000.0,30150.0,2026-09-23T14:00:00+09:00
SK텔레콤,017670,KOSPI,제외,제외,49.753900134120826,-1.26,89100.0,86400.0,59.2,0.64,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,51.633518,0.4992642735507196,89100.0,86600.0,2026-09-23T14:00:00+09:00
KT&G,033780,KOSPI,제외,제외,67.88836886638242,0.64,178800.0,174800.0,58.6,2.06,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,71.932897,1.2846937414716997,178800.0,174100.0,2026-09-23T14:00:00+09:00
삼성중공업,010140,KOSPI,제외,제외,42.282292730666086,-2.44,20750.0,20200.0,44.7,0.8,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,68.72343,0.9428258702896591,20750.0,20200.0,2026-09-23T14:00:00+09:00
LG화학,051910,KOSPI,제외,제외,37.09156419046449,-2.76,260500.0,254000.0,35.3,0.68,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,62.32464,0.729905095979122,260500.0,252000.0,2026-09-23T14:00:00+09:00
S-Oil,010950,KOSPI,제외,제외,61.14559497017026,1.12,160600.0,157200.0,48.8,0.74,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,77.787384,1.0875209961943455,160600.0,156300.0,2026-09-23T14:00:00+09:00
미래에셋증권,006800,KOSPI,제외,제외,50.66372943872721,0.01,33250.0,32200.0,17.9,0.53,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,20.5422425,0.49285566113977325,33250.0,32150.0,2026-09-23T14:00:00+09:00
삼성에스디에스,018260,KOSPI,제외,제외,57.98644281000814,-0.65,226500.0,218500.0,20.4,0.44,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,23.2914,0.38523773065115485,226500.0,220000.0,2026-09-23T14:00:00+09:00
LG,003550,KOSPI,제외,제외,48.65405915741186,-0.95,119200.0,112300.0,13.8,0.43,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,17.90551,0.3704317145394041,117800.0,111700.0,2026-09-23T14:00:00+09:00
HD현대,267250,KOSPI,제외,제외,46.23373136925021,-1.09,210000.0,203500.0,34.1,0.91,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,63.52416,1.4049078764124736,210000.0,205500.0,2026-09-23T14:00:00+09:00
기업은행,024110,KOSPI,제외,제외,65.0738980736131,0.79,21050.0,20350.0,13.1,0.81,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,28.9884,1.2108205084759869,21050.0,20300.0,2026-09-23T14:00:00+09:00
포스코퓨처엠,003670,KOSPI,제외,제외,69.96571072531268,-0.57,193500.0,182600.0,56.9,1.13,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,153.819606,1.9048688924063653,193500.0,179700.0,2026-09-23T14:00:00+09:00
LIG디펜스앤에어로스페이스,079550,KOSPI,제외,제외,33.524075497103766,-2.08,713000.0,694000.0,53.1,0.9,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,61.63955,0.7345629964764195,713000.0,695000.0,2026-09-23T14:00:00+09:00
카카오,035720,KOSPI,제외,제외,51.98865071055801,-0.5,34600.0,33650.0,50.9,1.24,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,63.152525,1.091756031205237,34600.0,33500.0,2026-09-23T14:00:00+09:00
현대글로비스,086280,KOSPI,제외,제외,53.59917826049296,-2.05,203500.0,195700.0,53.5,1.63,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,66.764206,1.433770227025446,203500.0,196100.0,2026-09-23T14:00:00+09:00
한화시스템,272210,KOSPI,제외,제외,45.66784476050234,-2.14,79000.0,73900.0,80.0,3.04,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,144.83376,4.02694712004712,79000.0,73600.0,2026-09-23T14:00:00+09:00
에이피알,278470,KOSPI,제외,제외,66.14451101005355,0.57,372500.0,370000.0,68.6,0.65,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,83.11648,0.5759974830227912,372500.0,368000.0,2026-09-23T14:00:00+09:00
현대건설,000720,KOSPI,제외,제외,58.437435935811024,-1.87,136100.0,120900.0,167.7,2.17,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,161.365165,1.255411767169836,132300.0,120500.0,2026-09-23T14:00:00+09:00
KT,030200,KOSPI,제외,제외,57.77850430937872,-0.81,53500.0,52800.0,14.1,1.09,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,19.056847,1.001241355902995,53500.0,52700.0,2026-09-23T14:00:00+09:00
현대로템,064350,KOSPI,제외,제외,31.556791083851852,-3.15,119100.0,115200.0,20.2,0.48,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,33.790274,0.6687097473738365,119100.0,115400.0,2026-09-23T14:00:00+09:00
LG이노텍,011070,KOSPI,제외,제외,57.75267356499414,0.42,549000.0,535000.0,62.8,0.71,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,59.20845,0.43013198081943266,549000.0,535000.0,2026-09-23T14:00:00+09:00
한국항공우주,047810,KOSPI,제외,제외,51.63903723585654,-1.58,130100.0,127900.0,23.7,0.72,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,22.798275,0.5524601914135884,130100.0,127500.0,2026-09-23T14:00:00+09:00
DB손해보험,005830,KOSPI,제외,제외,41.75029345131351,-1.38,186600.0,184500.0,30.7,0.71,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,36.45776,0.6640281068348081,186600.0,184000.0,2026-09-23T14:00:00+09:00
대한항공,003490,KOSPI,제외,제외,39.52523955466924,3.46,32100.0,31500.0,85.7,1.35,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,215.734014,2.1763696853817693,32100.0,31400.0,2026-09-23T14:00:00+09:00
HD현대마린솔루션,443060,KOSPI,제외,제외,68.02904260405708,0.31,247000.0,239500.0,11.4,0.6,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,18.582805,0.6180233537988024,247000.0,239500.0,2026-09-23T14:00:00+09:00
한국금융지주,071050,KOSPI,제외,제외,53.17206390156899,0.22,192100.0,186400.0,35.0,1.12,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,32.943726,0.7507821472073972,192100.0,185400.0,2026-09-23T14:00:00+09:00
현대오토에버,307950,KOSPI,제외,제외,51.67483838764748,0.76,391500.0,378500.0,19.3,0.87,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,9.607375,0.37625212176942036,391500.0,377500.0,2026-09-23T14:00:00+09:00
GS,078930,KOSPI,제외,제외,45.94716390888582,-0.55,114500.0,111200.0,58.5,0.87,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,65.635137,0.7870894267230807,114500.0,110700.0,2026-09-23T14:00:00+09:00
LS,006260,KOSPI,제외,제외,60.70030570334601,-0.3,338000.0,324000.0,20.0,0.52,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,19.83138,0.4293443244759896,338000.0,321000.0,2026-09-23T14:00:00+09:00
포스코인터내셔널,047050,KOSPI,제외,제외,38.22181133264815,-1.87,57300.0,55000.0,28.1,0.87,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,27.172208,0.6142221655896782,57300.0,55300.0,2026-09-23T14:00:00+09:00
삼성E&A,028050,KOSPI,제외,제외,35.19714142832718,-2.62,52300.0,48850.0,64.2,0.7,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,136.270119,1.4221436665455371,51600.0,48900.0,2026-09-23T14:00:00+09:00
NH투자증권,005940,KOSPI,제외,제외,53.08652661473749,-0.19,26800.0,26050.0,15.6,1.16,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,15.130262,0.9655210306046998,26800.0,25900.0,2026-09-23T14:00:00+09:00
카카오뱅크,323410,KOSPI,제외,제외,54.91357881437163,-2.36,20450.0,20050.0,17.2,1.21,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,63.1003648,2.8918794089591784,20450.0,19910.0,2026-09-23T14:00:00+09:00
가온전선,000500,KOSPI,제외,제외,64.31322519564458,0.46,329000.0,316000.0,32.9,0.77,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,51.22545,0.8852737241012725,326000.0,317500.0,2026-09-23T14:00:00+09:00
한진칼,180640,KOSPI,제외,제외,69.55743284589512,0.09,143400.0,141300.0,11.3,1.2,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,26.0302,1.9004385211766945,143400.0,140000.0,2026-09-23T14:00:00+09:00
삼양식품,003230,KOSPI,제외,제외,29.3475110991934,-3.96,1255000.0,1212000.0,62.8,0.62,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,74.16228,0.6743543364851943,1255000.0,1212000.0,2026-09-23T14:00:00+09:00
크래프톤,259960,KOSPI,제외,제외,58.64196172998675,-2.27,204000.0,197700.0,25.7,1.4,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,20.455556,0.7106063143062996,204000.0,197200.0,2026-09-23T14:00:00+09:00
이수페타시스,007660,KOSPI,제외,제외,44.805219132611725,3.11,119500.0,118600.0,132.1,2.18,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,121.355689,1.4690715586437526,119700.0,118300.0,2026-09-23T14:00:00+09:00
아모레퍼시픽,090430,KOSPI,제외,제외,50.34539034921272,-0.89,144400.0,142700.0,27.2,0.76,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,42.17968,0.8634289547897247,144400.0,142000.0,2026-09-23T14:00:00+09:00
삼성에피스홀딩스,0126Z0,KOSPI,제외,제외,53.98774695533764,-0.43,338500.0,328000.0,10.8,0.94,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,13.21954,0.6214203333269873,338500.0,329500.0,2026-09-23T14:00:00+09:00
삼성증권,016360,KOSPI,제외,제외,48.340150812112185,2.55,93000.0,91500.0,50.6,1.96,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,67.93241,2.0671668142307076,93000.0,91000.0,2026-09-23T14:00:00+09:00
대우건설,047040,KOSPI,제외,제외,42.8742513349599,-2.83,19270.0,17410.0,132.3,0.93,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,158.9170515,1.263067085017369,18930.0,17310.0,2026-09-23T14:00:00+09:00
한국타이어앤테크놀로지,161390,KOSPI,제외,제외,37.1986744569726,-2.19,58400.0,57200.0,16.9,0.97,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,28.089774,1.1156430962693156,58400.0,57100.0,2026-09-23T14:00:00+09:00
코웨이,021240,KOSPI,제외,제외,54.561455849120776,-0.78,100400.0,100000.0,31.4,1.84,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,25.319765,1.0424916886043485,100400.0,99500.0,2026-09-23T14:00:00+09:00
키움증권,039490,KOSPI,제외,제외,57.5720714745245,0.44,269000.0,266000.0,11.6,0.56,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,17.5006,0.6778366442581555,269000.0,265000.0,2026-09-23T14:00:00+09:00
한화,000880,KOSPI,제외,제외,56.49940674116372,-1.72,133400.0,130300.0,8.1,0.48,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,13.13,0.6282855494180081,133400.0,130000.0,2026-09-23T14:00:00+09:00
하이브,352820,KOSPI,제외,제외,31.411561447683106,-3.84,159500.0,155600.0,45.5,1.53,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,44.256548,1.0159860636059639,158400.0,155800.0,2026-09-23T14:00:00+09:00
LG씨엔에스,064400,KOSPI,제외,제외,55.38651265896836,-1.13,71700.0,69600.0,33.1,1.11,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,37.654155,0.8520236184753776,71700.0,69300.0,2026-09-23T14:00:00+09:00
한미약품,128940,KOSPI,제외,제외,81.30250319518132,1.11,534000.0,524000.0,90.9,1.12,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,83.2832,0.7909595693253865,534000.0,520000.0,2026-09-23T14:00:00+09:00
한화솔루션,009830,KOSPI,제외,제외,79.19659350808391,1.8,29750.0,29200.0,83.5,2.1,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,135.893219,2.4971571873874074,29750.0,29150.0,2026-09-23T14:00:00+09:00
산일전기,062040,KOSPI,제외,제외,62.991669510417296,-0.42,209000.0,205000.0,32.3,0.53,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,31.957215,0.4461300568488467,208500.0,204500.0,2026-09-23T14:00:00+09:00
LG유플러스,032640,KOSPI,제외,제외,52.65969136530659,0.41,14720.0,14620.0,14.0,0.95,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,19.0605,0.9487835013087393,14720.0,14550.0,2026-09-23T14:00:00+09:00
HD건설기계,267270,KOSPI,제외,제외,52.49444698919562,-3.1,139200.0,130100.0,104.2,2.96,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,83.371468,2.02911078967661,138400.0,129200.0,2026-09-23T14:00:00+09:00
대한전선,001440,KOSPI,제외,제외,59.9140761060587,0.02,32400.0,31000.0,57.1,1.78,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,56.675152,1.5365360972129825,32200.0,30850.0,2026-09-23T14:00:00+09:00
SK바이오팜,326030,KOSPI,제외,제외,40.757634767309625,-2.26,77400.0,75350.0,9.2,0.78,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,9.932074,0.6932719305032875,77400.0,75800.0,2026-09-23T14:00:00+09:00
대덕전자,353200,KOSPI,제외,제외,51.09791515228312,3.63,118700.0,118200.0,373.3,3.95,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,286.369656,2.1994832049282245,119700.0,119200.0,2026-09-23T14:00:00+09:00
DB하이텍,000990,KOSPI,제외,제외,54.62137077070163,1.45,131800.0,131700.0,83.5,1.37,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,58.704733,0.6100431125419262,132500.0,131900.0,2026-09-23T14:00:00+09:00
JB금융지주,175330,KOSPI,제외,제외,49.75598704103542,-1.53,31150.0,30250.0,13.3,0.73,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,14.5773,0.6287770002014789,31150.0,30000.0,2026-09-23T14:00:00+09:00
두산밥캣,241560,KOSPI,제외,제외,51.86151946111852,-0.89,58900.0,57600.0,7.5,1.18,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,11.8001,1.2529302259157395,58900.0,58000.0,2026-09-23T14:00:00+09:00
카카오페이,377300,KOSPI,제외,제외,55.40062601634744,0.34,41300.0,40450.0,5.1,0.43,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,8.9312115,0.8085722288859776,41300.0,40650.0,2026-09-23T14:00:00+09:00
유한양행,000100,KOSPI,제외,제외,37.23843530436115,-2.84,75000.0,73900.0,14.9,0.83,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,21.9489585,0.8630066802245748,75000.0,73850.0,2026-09-23T14:00:00+09:00
한전기술,052690,KOSPI,제외,제외,58.32317855132749,-1.02,143900.0,129800.0,47.0,0.74,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,63.318456,0.5151374862520806,139600.0,129900.0,2026-09-23T14:00:00+09:00
삼성카드,029780,KOSPI,제외,제외,43.33572375314692,-2.88,43250.0,42650.0,6.1,1.48,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,9.888303,1.5947907999937907,43250.0,42450.0,2026-09-23T14:00:00+09:00
BNK금융지주,138930,KOSPI,제외,제외,66.65886167183763,0.92,16630.0,15960.0,19.9,1.14,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,18.8636915,0.9133236478482581,16630.0,15910.0,2026-09-23T14:00:00+09:00
한화생명,088350,KOSPI,제외,제외,37.580615561346505,-1.75,5680.0,5640.0,15.9,0.81,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,15.532556,0.6510348628656119,5680.0,5620.0,2026-09-23T14:00:00+09:00
맥쿼리인프라,088980,KOSPI,제외,제외,64.45392582298034,0.28,9830.0,9800.0,8.9,1.05,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,14.40894,1.1349029392253638,9830.0,9800.0,2026-09-23T14:00:00+09:00
두산로보틱스,454910,KOSPI,제외,제외,59.49010287378546,0.15,72800.0,70100.0,9.1,0.6,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,23.189166,0.9884317780438603,72800.0,70200.0,2026-09-23T14:00:00+09:00
NC,036570,KOSPI,제외,제외,60.064223254573434,-0.13,224500.0,211500.0,25.9,1.23,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,39.29664,1.519633957325958,224500.0,211000.0,2026-09-23T14:00:00+09:00
엘앤에프,066970,KOSPI,제외,제외,64.31116553506169,-0.04,112700.0,108800.0,26.1,0.32,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,37.659138,0.3375818660926317,112700.0,109100.0,2026-09-23T14:00:00+09:00
SKC,011790,KOSPI,제외,제외,60.005241431448965,0.74,90400.0,89200.0,11.3,1.24,09-23 14:00,09-23 13:00,2026-09-23 14:00,False,False,False,,False,9.51588,0.6383775185236469,90400.0,89100.0,2026-09-23T14:00:00+09:00
